,video_ids,nsfw_scores
1476,dDmGnEW_fjc,0.0318
1477,93yJTL-260w,0.0022
1478,6-T-Rsoq5a0,0.0079
1479,W5ivmpG_J4c,0.0274
1480,gxy0TvMpJFM,0.0004
1481,6_im_hGxGRk,0.232
1482,Qu6G-mvv_5Q,0.0194
1483,8yS-Twk0Okk,0.0004
1484,GUJefYr2p8A,0.0028
1485,TKp7BG6q7dc,0.0268
1486,BTJBqSDiN8M,0.0356
1487,LnXnSl8wyqI,0.3383
1488,x5ptVUpSPLs,0.0091
1489,Me6RQZV8VD4,0.0011
1490,S_MAesZsnMk,0.0013
1491,WIoZrwX4qQc,0.0004
1492,Vb2egHi39ho,0.0061
1493,Juyodtul_7s,0.0044
1494,EBn1giArnS0,0.0263
1495,Mn5ZzRZ9yto,0.0214
1496,HPDCI4dm78U,0.003
1497,wwkH0prchjQ,0.0041
1498,88RAHxrQ33M,0.0007
1499,vbWzGC4DJmM,0.0087
1500,qAtyzHZc7l8,0.0056
1501,AARbu6B1f6M,0.0063
1502,kWuI7NVGNMk,0.0015
1503,9lCNCiqSNYs,0.0718
1504,ZGNj5lOtNnI,0.0028
1505,VDtFyTerbjY,0.0075
1506,75kn3kBqo8o,0.0225
1507,dAm2rlRhpc4,0.0533
1508,wKENGGCzrLE,0.0255
1509,Bd78wBDHALI,0.0121
1510,2EGuVKx_MXA,0.0094
1511,vm9hkyrd23M,0.0229
1512,wPZ5_axqjj0,0.0042
1513,_aqJB9t4VeE,0.0131
1514,Dxea-sQdPoQ,0.0004
1515,mXQuto1fMp4,0.018
1516,zlQGiPhBfiw,0.1003
1517,zP1fojwJZIc,0.459
1518,23g5HBOg3Ic,0.0072
1519,DM-c43vIm9g,0.1378
1520,cKZTjW72jZY,0.02
1521,4iPpXakylUQ,0.0033
1522,jzsDwqVEFRQ,0.0034
1523,38LAnu25pqs,0.0013
1524,gBkLoLfrEIM,0.0566
1525,2WOp9p8xirA,0.3129
1526,BqKqtJXWhqw,0.0012
1527,2elO1GEpVy0,0.0021
1528,crsGvSSvo9o,0.0058
1529,styN6QavqVU,0.0017
1530,6I2R_uM3bhI,0.018
1531,eb6ja96y6Ps,0.0006
1532,OJVpsT2_1PU,0.0023
1533,LxBLIAYmbes,0.0491
1534,qIlWas5Bj3U,0.0187
1535,L_pi_qfmOQw,0.7457
1536,KgW0zY-O5zs,0.0026
1537,9eiDKJKcP_I,0.3332
1538,VFJHb6s2hG8,0.0082
1539,kaW71ZyUX80,0.0664
1540,bdE6U4SB-is,0.0308
1541,BiasH3_cEHQ,0.0066
1542,vPib9KwCBGs,0.0087
1543,Ots2-8Dxfl8,0.0313
1544,Gb4yTHNCVdM,0.0016
1545,mTHcRufPfRw,0.1459
1546,1nOq-PIyNsA,0.4892
1547,Qgqk96TJZyI,0.0086
1548,bHPMhoS7xrk,0.0079
1549,J_8KmRw8610,0.0041
1550,3HL-6yxmy-0,0.001
1551,5I5ikA7lsuU,0.0077
1552,ghf02ONihAw,0.0225
1553,6p8zAbFKpW0,0.0074
1554,gHzuabZUd6c,0.0065
1555,qRPpxc2Vp7s,0.0056
1556,6umxqVvVK8Y,0.0098
1557,ojbziRt9Iso,0.1031
1558,VKuurDOxvVA,0.0956
1559,V1pS_9z7VQA,0.0453
1560,TGD8zKvRxc4,0.0172
1561,UZgRR9RFtHI,0.0036
1562,ozvL2cuXJNg,0.0316
1563,-NVoikSV-cQ,0.0011
1564,I6v8771dC8s,0.0031
1565,i3h37e4e3bQ,0.0042
1566,JDe_LqL8wOY,0.0007
1567,UJsGEZLYpKE,0.0366
1568,ZnYyAl2RP6g,0.0039
1569,RSxPUDTeoKs,0.5895
1570,8Fn_30AD7Pk,0.0076
1571,bVI5Dy-fG4s,0.0
1572,ZiQXAbixvOg,0.0009
1573,FXcLiqIKdmw,0.0003
1574,VYN7LR2gwso,0.0
1575,HP7DIvd6eKY,0.0125
1576,-sWJ9tRzm68,0.005
1577,7rj99Hl18Vo,0.0022
1578,h_58pbU9udQ,0.1504
1579,6sKZ0O4SM4s,0.0022
1580,Fpn1imb9qZg,0.0033
1581,awLQ_A33H9Y,0.0147
1582,ibEnGKlzUPw,0.0119
1583,nIkk1-qXgds,0.0011
1584,mOpzY5Gm1ys,0.0056
1585,iYzFC6dugQk,0.0005
1586,wtE9Mkodi48,0.0002
1587,9VrqwMDy1gE,0.0017
1588,o7aWatibgqM,0.0121
1589,fFCzRv1yLlQ,0.119
1590,uSuajHpF9Eo,0.0351
1591,dxImso_s35g,0.0251
1592,Vzx411Jc8Qw,0.0072
1593,tBd-T6o1_4s,0.0127
1594,M1TgX_8M97k,0.0051
1595,eTMItoVkFZY,0.0027
1596,i-sW4PfSxwA,0.0085
1597,xwUkRvwJ79E,0.0076
1598,cajFMKgOUZc,0.0272
1599,zMM6bM7moqA,0.0356
1600,PBZbb_Nnrys,0.0013
1601,81CrB92Ixn8,0.0125
1602,UKqkb4cEy-E,0.0036
1603,k6PTy9CYG-w,0.0054
1604,9Gy3p1SzgLM,0.0076
1605,sj2vGrmdGPg,0.013
1606,E1KkQrFEl2I,0.0004
1607,dt8ANZIZ8Co,0.0001
1608,NEE4jUY3Vvs,0.0018
1609,UYBBVOAswXc,0.0085
1610,EfgUki1ZtGQ,0.0
1611,fXGULB8PdO4,0.0001
1612,8KkUl1xsgXA,0.0031
1613,LCDpSENyXLE,0.0024
1614,R7lClcxpcuc,0.0004
1615,DNBp87Hrb0c,0.0076
1616,ckOwoZvo-n8,0.0025
1617,Z3JKKu0dFj4,0.0098
1618,ft792p4U52E,0.0198
1619,BJSh1nbMI_Q,0.0079
1620,lNRB7OCo8Wo,0.0022
1621,JukqAlYEBTA,0.2306
1622,aacRIObSGZk,0.0019
1623,DgpyKvlHqFU,0.0298
1624,K_xC3RyjtD8,0.0218
1625,h18oVxTqZ5o,0.0779
1626,Tp_YZNqNBhw,0.0073
1627,cp67dk1Uoow,0.003
1628,SEtYCJFMiss,0.0004
1629,nOxqVQ327K4,0.4493
1630,rUuCWzdpPAg,0.0239
1631,k8E6EkKsazA,0.0029
1632,O4QIVealcHs,0.4248
1633,2vHQVoAlgNs,0.0003
1634,_DNNIB_PdaA,0.006
1635,HOAQjp4lA_M,0.0007
1636,PB9k9_r4qfE,0.0089
1637,BHMF-FlkqPw,0.02
1638,zfXloVG3e4Y,0.0012
1639,E7Xxd9XIAHw,0.0085
1640,8GlEuSyQfcc,0.0035
1641,VaJtYdtCGTI,0.0037
1642,Cm9yAkPqqig,0.0325
1643,fv8Ir8jYa44,0.1175
1644,Ys3RhgZi1Yg,0.0193
1645,teI3MEZJn0E,0.0048
1646,jlufU7hwi30,0.0046
1647,DZ-oH-nCWT4,0.0002
1648,JkFbSUdRAgU,0.003
1649,lAjNKSLwvxs,0.0154
1650,RPH2APBoVtI,0.0
1651,Sp14hVR4_Ok,0.0039
1652,b-NxXQlIya0,0.0001
1653,Ht9v8YLy-O4,0.0016
1654,_VDGysJGNoI,0.0025
1655,GCyvXrn72pE,0.0223
1656,khjsrFdOn04,0.0008
1657,CnsY5Yv78jg,0.0606
1658,UBTqCqQl2fY,0.0404
1659,zIQY3NBS7yc,0.0001
1660,MwY1JontUI0,0.0011
1661,p_wnE-y43Kc,0.0022
1662,uV2y_co7WgY,0.0013
1663,hJjEFf4T89Q,0.0005
1664,pDEG3ebH-ok,0.0038
1665,mfVHNjaAmvM,0.0281
1666,dnnh8unDP4Y,0.0002
1667,tHf8YSAt3_c,0.0123
1668,7rQXT1-PYq4,0.0122
1669,WOJ5rCT_D6Q,0.0165
1670,rYZSercMKJA,0.0
1671,To6Ua35N9Bk,0.0116
1672,Ey_vGhau7ho,0.0401
1673,OXJAXlw2LcI,0.002
1674,HHEh3EbfKiM,0.0087
1675,fBnTCZDCemQ,0.0416
1676,27-tJxIepmo,0.3608
1677,fFObGT_67BM,0.0143
1678,WJUheLXsbVA,0.0058
1679,R4DZBZJsoEY,0.0171
1680,J_9Z_vUb1i0,0.0093
1681,AQ99iVo_QC4,0.1042
1682,LGe4lG-P5O0,0.0006
1683,v2kdiD3Y-j4,0.0
1684,iYJr9pZxSPM,0.0129
1685,uhCJKAFF3bM,0.7946
1686,rdyw3hwJ538,0.1573
1687,7QOBq3XX8yk,0.0415
1688,NYb7FU2uE60,0.0055
1689,SuTNJhV4-rg,0.0547
1690,lfOMF4ouAz8,0.1768
1691,-wpHszfnJns,0.0448
1692,4ZX9T0kWb4Y,0.0353
1693,lZ9ayBDyIcA,0.0832
1694,7df1I8HkWaQ,0.0203
1695,i40d_IkL3YI,0.0042
1696,WMF9my8agPs,0.0123
1697,67dgau_N0ug,0.013
1698,OL_eIZjiLUk,0.0018
1699,F2TrMmev9wM,0.0009
1700,QuecVkhdVYU,0.0021
1701,pG6iaOMV46I,0.0035
1702,MIpI-JBxKxI,0.0128
1703,zT2tJu0IzJ8,0.0041
1704,ThVSnObMn50,0.048
1705,gc5AnnHCohM,0.0023
1706,WQneO40JPho,0.0035
1707,jiFVRFKs-v8,0.0124
1708,Vx2x-QBZ_X4,0.0059
1709,iDE7MlKRtJc,0.001
1710,otD4t7tnZts,0.057
1711,kdgKS-SUILs,0.8721
1712,ixxd-y9OQyg,0.0093
1713,oBfhaNmF-tQ,0.0121
1714,6fGISwOQGck,0.0014
1715,Dwio3-7IA24,0.005
1716,fGrxKLsgidg,0.0285
1717,cIY95KCnnNk,0.0017
1718,7gD1f-wifzo,0.004
1719,apol2p5zKdY,0.0001
1720,cP1YcIWLPbA,0.0075
1721,TUwZtLyX_VE,0.0053
1722,XoQfrROslbA,0.1068
1723,_Pd5weoBjcE,0.0036
1724,gQd7j6K7Ne4,0.0036
1725,ExSrjPHjmkk,0.0035
1726,lIrHts62ACQ,0.0062
1727,pz8tHqfsuqY,0.1308
1728,I99Qgb4mE5I,0.0018
1729,vam4X98WOno,0.0036
1730,Pg9XSSeQIOc,0.004
1731,w9szTeD494M,0.0052
1732,71DujPOe43I,0.0059
1733,ZX-qynHTHiM,0.0089
1734,2DuSW0SZzAo,0.1754
1735,NRbo9D3Dq54,0.0527
1736,FsGOYQ2GqrU,0.0223
1737,Biagyb7AcK8,0.0004
1738,5cZLczozYlQ,0.0011
1739,VSLNyW91e5M,0.0063
1740,dOrXLg3dJns,0.0488
1741,qBcIiaeeIX8,0.0171
1742,Y3tZrwFM4mI,0.0038
1743,cQsN5KLPFIU,0.0985
1744,yKItFB_HPhE,0.0947
1745,Rg5Us4iz714,0.0145
1746,4QvR8jJaeHk,0.0237
1747,_j-ZqCTinWw,0.3935
1748,jpgylvcSdcw,0.0177
1749,CwtZlljXX9M,0.2681
1750,IIE1g8kqIpk,0.0027
1751,OzEkZRyecng,0.0009
1752,2E5fAuDqTtM,0.0018
1753,LS0mytFBoNE,0.036
1754,nI-PXLnS5eo,0.1811
1755,Vayu0zhVfWQ,0.0033
1756,Ml7ycoLumAs,0.0449
1757,Ye5CzehEXUc,0.0395
1758,iQ190Bf-6J0,0.0304
1759,c8WqLaLfTqA,0.0007
1760,dBxOYE2j55U,0.0207
1761,bN8w32EfDss,0.641
1762,WjUPpsCZ0hE,0.0969
1763,_svJMFc0XZY,0.0128
1764,Ocr33LwCsMM,0.0391
1765,Ljkc_7S_NNE,0.0007
1766,IxD7aoy4dpw,0.0047
1767,GyU3uNUi1rQ,0.2177
1768,ECm-EJDOd90,0.0205
1769,SksJZoWiWXg,0.0005
1770,ircObGRWl9A,0.0015
1771,PtC9eaFxqlk,0.0242
1772,h6ng66xBRM4,0.0003
1773,Q0X3XcErGXs,0.0011
1774,npcpoBjrZ9s,0.0012
1775,eb-GC0N6TJo,0.0025
1776,_BTtNgrKDlo,0.0059
1777,WLK7S0F9aVA,0.0017
1778,hQfgA-yKzPU,0.0514
1779,Nu9Cnxk-Qio,0.0035
1780,HqO5jmkARaE,0.0034
1781,xP1fdjXv_3w,0.0511
1782,3EDSsoIplr4,0.0061
1783,FX-ttYCFqOw,0.0034
1784,zvFD5KBAb0Q,0.0147
1785,l-jQMLpQXyI,0.0037
1786,7Uvc97PfriQ,0.0054
1787,Yp34xmulTSo,0.007
1788,OEO8tRcpqLY,0.0038
1789,-2-731gy2rc,0.0207
1790,wZ4cadzCZUI,0.0315
1791,pLlOkqBoZK4,0.002
1792,HcvEVr5W1eE,0.0004
1793,Ot-GbhaeaDw,0.0014
1794,jaBWs65wnw4,0.0082
1795,BUz_0DM7F48,0.002
1796,vTqVmHEXNxI,0.0275
1797,TvGhM62aJmI,0.0069
1798,hxKPwJaqkIU,0.0306
1799,qlRRa98pVIY,0.0071
1800,QpOvNXbTu60,0.0034
1801,gvDKIAZLs-w,0.3134
1802,P_DJJRkGOJE,0.0007
1803,OO5xqkelhuQ,0.4996
1804,ITgiFp_l01A,0.0003
1805,x56GBcEwkGs,0.0
1806,_s1uaiInAdo,0.0059
1807,98BnO6RAZhs,0.1239
1808,squ76dgiY2w,0.3545
1809,cI5V5a51JtI,0.0186
1810,5kVeEf7CtCE,0.038
1811,VIDd2yMSSnY,0.1896
1812,RbLtnEtutfQ,0.0017
1813,2OOrlhtdONE,0.1051
1814,pSUydWEqKwE,0.0162
1815,SlEoS4Zw9uA,0.0167
1816,6emdnQyDlLg,0.0007
1817,TfKJof2Y70s,0.0448
1818,mBewRJ9CASE,0.0
1819,xS5e2o6REb4,0.0735
1820,9G5W_Pl7Ydk,0.0636
1821,h6ft1_tBe6c,0.0054
1822,tag33nDWJY0,0.048
1823,SO22CK2pwfU,0.0025
1824,W2S7k_fnsXQ,0.0024
1825,xq75YNrX3kA,0.0003
1826,hebWYacbdvc,0.0109
1827,HirI1H0lCwk,0.0059
1828,1Sh0yZNhpEk,0.0288
1829,a6aEJ7D82Xc,0.0007
1830,g_GQXKbzvTw,0.0022
1831,CuIZ4zGHylk,0.0671
1832,xEctjZVwnnU,0.0293
1833,YijRxOVD-P8,0.0097
1834,3DGztcamZWA,0.0002
1835,UChQHrjefVU,0.0458
1836,zM340uHnOrU,0.0005
1837,H7LRgmgvDlE,0.0004
1838,cMnTyivbxCA,0.0406
1839,bS-gsJNCOtM,0.0044
1840,w7z6Tf1ANtU,0.0447
1841,plj1Zwa1UuU,0.0047
1842,WMrj90EplYY,0.0009
1843,CFlhlZbeKgE,0.0014
1844,YJUJFwafEFI,0.0171
1845,cVp3gxvtn1M,0.0226
1846,S_6CRVsTfns,0.0078
1847,CC2RtQgA06Y,0.0197
1848,qCb6JY9bjaE,0.0096
1849,3C0btIJjrW8,0.0
1850,vIfC4Aj05Ps,0.0332
1851,YdsD_fxm9Hw,0.0007
1852,CwgBLQw6uDQ,0.1824
1853,xGEmhnw7vp0,0.0057
1854,SLqeMrbIDsA,0.0327
1855,s-10pKDaoJU,0.0681
1856,N79ubmYjlCk,0.0509
1857,wuje1XVW2Uw,0.0059
1858,_aWGPZSN7Wc,0.0644
1859,m59NLOjChUI,0.0118
1860,hxwpkM5w3Cc,0.0008
1861,KMLz0eIihcY,0.0034
1862,nl1QCtAvoAY,0.0034
1863,OPm3GKmUkNU,0.0118
1864,7r91yyChtfs,0.0083
1865,wK7XjHbt4Z0,0.005
1866,PV1MlxtpIJs,0.0013
1867,Xm-yXsm23_c,0.0242
1868,pYGQ7iJsvUs,0.0032
1869,yxIrlsh1S1o,0.2136
1870,zZKcVYvDGek,0.0456
1871,-h3M5pZOUYU,0.0126
1872,i7Sr5sxaBOA,0.6976
1873,JpvtVGM7Vkg,0.0077
1874,lelNrWwlVP8,0.0023
1875,7ezRFn1MbrE,0.0018
1876,pBdKnPcNyl8,0.0445
1877,LW5wBL7D3UE,0.0078
1878,IX34gq-ZaWw,0.0191
1879,j1my2gM0TUI,0.0183
1880,5kwF6KPc-TU,0.0147
1881,CehGIXiamlQ,0.0109
1882,HIzgRmWTxIg,0.0141
1883,Tv2rpf957aI,0.0212
1884,EaEjIoQnFXo,0.0002
1885,9KCMvJy2nyY,0.0012
1886,eW6vu5xhf8E,0.0002
1887,7kE2bYX0wjE,0.0279
1888,uCjbBAtMyn8,0.001
1889,UrkPC81_QfU,0.0253
1890,yB7ACD-CoDY,0.0105
1891,iogcY_4xGjo,0.0003
1892,oLZfbz8MEGw,0.0007
1893,8Sb5R_wWrcU,0.0217
1894,kYlTg3HEBcg,0.0476
1895,FWzYAvVFEgs,0.0021
1896,z7n3SKwRaPA,0.003
1897,fAmGDbLIkDM,0.0486
1898,AAzY28C8Syc,0.0389
1899,vXda0L6w9W0,0.0139
1900,sPWR-m_98Rw,0.0247
1901,-CIXaoRyseU,0.2347
1902,10HvcTGNuO4,0.0479
1903,I5DJ-05ZUKo,0.0047
1904,QQOCidVdHJ0,0.0033
1905,Ml5tIyh-arE,0.0765
1906,5wN3dh6lLEQ,0.0047
1907,imwTZUrf1Qw,0.1664
1908,hX_qyf38X9c,0.0056
1909,qFLCyvoCQas,0.0025
1910,leJNDpm_G10,0.002
1911,m-dW0MnkLiU,0.0059
1912,xbiDrzTd8fE,0.04
1913,NFjn0X2BL2Q,0.009
1914,uFkmSqx4CzY,0.0151
1915,_x9_oomdrF4,0.0053
1916,tx1IOt-eOfA,0.0009
1917,AE3_wzbDmt0,0.0002
1918,CRnrSlL-Oug,0.0022
1919,GkJcT-IbPjo,0.0011
1920,7qNOtgrIjO4,0.1956
1921,BKVdb0UQVL8,0.0034
1922,ainQMC--qgM,0.0383
1923,mO0OuR26IZM,0.0027
1924,f29OUOs85SM,0.0001
1925,cztHy050cNA,0.0009
1926,9UBMEww7XLU,0.0155
1927,z_lgjFAxP6c,0.0001
1928,LF_EF8Rj9gs,0.2026
1929,Ks_pHtscOUc,0.0546
1930,rEy_UMCwqBc,0.0007
1931,YSoJPA8-oHc,0.0017
1932,pRq2OofBB5E,0.0051
1933,tQBxIzn5azA,0.0059
1934,f0c7pSCoZqE,0.004
1935,Yvqz-BYBnp4,0.0019
1936,SUM8Smtf7ak,0.0036
1937,HpTnKNW6MpU,0.0171
1938,pPw_izFr5PA,0.001
1939,xTNDGVrkJw0,0.0034
1940,2nbKBMJIAY0,0.2469
1941,cnupopQ9v64,0.0165
1942,NpoMo82RNDY,0.0039
1943,Q0EltguB1vc,0.016
1944,LWZolIvzAPk,0.0559
1945,5_JrAu_HmVg,0.0187
1946,wYSo_Kc2zaY,0.0013
1947,tsGhTb8UGhQ,0.0148
1948,ayFJjg2BFfs,0.0076
1949,RUo_H7GrsdI,0.0007
1950,PJbv-8vF-LI,0.0007
1951,1CmdHvj6D4Y,0.0118
1952,rCQoFsOGgZQ,0.0
1953,-iCIZQX9i1A,0.0017
1954,uG3oJzWSPBU,0.0034
1955,jFvaWrckDg4,0.0203
1956,nvQuaQ1TRuc,0.0027
1957,wv4OEvIYq-E,0.0059
1958,kX3nB4PpJko,0.0016
1959,2eknwRAXpu0,0.0066
1960,elKQM4YpJ_Q,0.0068
1961,UZKnH1SQamE,0.2628
1962,M-K7mxdN62M,0.0003
1963,vxw3x1zVvEE,0.2113
1964,GG1KBwO1yUc,0.0007
1965,J80nZAEUcDU,0.0111
1966,7YZT2U4qW6w,0.0007
1967,QaNa2bVG860,0.0127
1968,IR9yjn7Lkdg,0.0012
1969,H-d7RPkMINY,0.0032
1970,OnH78wdQPSQ,0.0007
1971,Kn56bMZ9OE8,0.0003
1972,_YSUEdHsMmo,0.5725
1973,XMGxxRRtmHc,0.0344
1974,hy5vsaq6whs,0.0002
1975,5jqrgLx9NR4,0.0022
1976,HlBlhQazxx4,0.0034
1977,dZ20KsgVeu0,0.0001
1978,LEYGcsONOx4,0.0008
1979,d58xuVprczQ,0.0033
1980,bV3s-mWHovk,0.0098
1981,PRa6jE-4Qcc,0.0008
1982,VWwHtT155Hw,0.0481
1983,5z3DbmOuaFI,0.0161
1984,ioGBBIEqiNM,0.0087
1985,qlhncNzE85A,0.4506
1986,VRX25twAZzg,0.0005
1987,Fikxb1tsOQ4,0.0359
1988,AohpoRSZKxE,0.0024
1989,-MmcQKE12Hg,0.0018
1990,c88RLrHQ3j8,0.1835
1991,YUxJbjAnU4Q,0.0762
1992,UhbixyxgsiU,0.0205
1993,aJHBA1mBqBo,0.039
1994,nZxrGkeCKH4,0.0414
1995,Dz0Q4KrKyFw,0.0032
1996,k8z5rx8KrL0,0.0078
1997,vmxcEAT2hkI,0.0225
1998,kDRWVRNAZKw,0.0116
1999,WegO3bsvXro,0.0723
2000,NucpeL5FKNA,0.0293
2001,L_PV-BwY-ZA,0.0391
2002,cozNfHBE6tQ,0.2572
2003,u6co6y17rzU,0.0007
2004,uKcUgn_xYtE,0.003
2005,YPqWIU8hkxk,0.0
2006,2nzJyhDMrHI,0.0145
2007,gfIZ7MAz-3s,0.0127
2008,mNTyN1xBLE4,0.0046
2009,UPs_UiIUGu8,0.0069
2010,RWue97yTSrU,0.0056
2011,pO3G9FZER3Y,0.0006
2012,QxZkuDfhFMc,0.017
2013,mWkYrr3W3sY,0.0004
2014,xIFw0sZlLpQ,0.0029
2015,xnmpvO-gt6w,0.5158
2016,pok_9RfvalI,0.0058
2017,oGu9-aTcP9A,0.0043
2018,5pzgfGgI4X8,0.0012
2019,126bLUkHuNI,0.0029
2020,tmUaSl-Kgrc,0.0018
2021,uwHPvCJDy_k,0.0089
2022,xMsaW0KCI3I,0.0282
2023,YSJlU2q58Bc,0.0107
2024,2gPUdfL4IWs,0.0005
2025,SINKoD9zPgg,0.0193
2026,GrNHtVZxsaM,0.0201
2027,vYw38mwFmC8,0.0023
2028,xu_2Wj8doDQ,0.0007
2029,uYRckB_g10I,0.0023
2030,SWAXUbqda_E,0.0008
2031,jXJRzhnbMho,0.0356
2032,ZI9TUyOXNyA,0.0
2033,BP2IuKspjd8,0.0302
2034,wB3B2U6JSPc,0.0049
2035,ci20R6IxqBw,0.0084
2036,32WuN-N_Sx8,0.0499
2037,2GS1t0q23jQ,0.0713
2038,XBNUd9F3f_Q,0.0064
2039,598YV7DbwJU,0.0017
2040,DoGeabe3baE,0.7228
2041,-ZVbDR3sRRo,0.0084
2042,E0QYFFQ1mhk,0.1217
2043,h1cx_Wg9M_8,0.0003
2044,MFeOtjTkxT4,0.013
2045,7ZIIWUfzm2A,0.0137
2046,fjOlqwzDE5k,0.0001
2047,wqdlCR4fJpM,0.0
2048,2Uw-bKQCkts,0.0001
2049,gC1XpCAuTDQ,0.0528
2050,o08t04SJeqU,0.0279
2051,oQwfU7DvUyE,0.0024
2052,tQN9hdPNVS4,0.0369
2053,31ey9tEPyTQ,0.0374
2054,7wVwztfmNVI,0.1974
2055,C2f37Vb2NAE,0.0034
2056,Ky7f0xTlRSc,0.0109
2057,_T_0FYHn0I0,0.0847
2058,QkhAwabc1Mw,0.022
2059,d0co1ralQB8,0.0351
2060,NN1fm-_rU_0,0.0072
2061,H0iWBs8cXGY,0.0001
2062,ep4DJCLT3bw,0.0072
2063,cPYTNdcCQjs,0.0132
2064,85SLWPnIW8k,0.0005
2065,1Zw_RKGjcM8,0.0067
2066,tHu5_hxOldc,0.1529
2067,gVudIIhyjt8,0.0005
2068,uFSmq6HJitA,0.0422
2069,gk2dD3nSh7A,0.0081
2070,fNkCe0swztI,0.0035
2071,xw289leaI7k,0.0069
2072,ymLG2jCqpd0,0.0028
2073,ALimx-H8C6s,0.14
2074,AaYzlMSRquk,0.4238
2075,7CZqBdVJtMQ,0.0359
2076,ooZLYNQOqk4,0.0
2077,AaIwy6yGjSk,0.0155
2078,P4fDBAvvrt4,0.0003
2079,8ftu-iitjxw,0.0001
2080,RMkJo-EduH4,0.0036
2081,MVkBd-WMzZw,0.0192
2082,K8sBtXZVxzY,0.0229
2083,x3oW7JpC1eI,0.0035
2084,wMI6dwYdD54,0.0155
2085,EFup-YhJNMk,0.0007
2086,QIReBgK4Fl0,0.0037
2087,jpNtnPzc7fU,0.0016
2088,UPQFY3vug7M,0.0054
2089,9oM-s0jfe24,0.0099
2090,LaURAgBgdU0,0.014
2091,cAHGU0JraiQ,0.0284
2092,ZzyPZKO46ow,0.0276
2093,V2ATMasBer0,0.054
2094,qlosNRurbt0,0.002
2095,5zdK5HqjcUY,0.0042
2096,nMs2FC4ImIY,0.039
2097,byw_P8VyquM,0.0022
2098,BowpUasB-Nw,0.0028
2099,Z3gllhKtrIc,0.0011
2100,glbe-X_O4Tw,0.0033
2101,AMj5bIRqiLE,0.0002
2102,EfHxUaJDEn8,0.0127
2103,oNg3M9IJJlY,0.0498
2104,kJ8JqCtaT_Y,0.0032
2105,_3Wah0P7uBM,0.0472
2106,7UOKvlz2WJc,0.0052
2107,fREhq7JXZ0U,0.0004
2108,HSC2SeNKR68,0.0406
2109,DdeyBT35rzU,0.0019
2110,WWG5HdxrEg4,0.0078
2111,jfOUVYQnuhw,0.0012
2112,0DXQUNPj0mY,0.0346
2113,NZYUbjGwkuo,0.0196
2114,iRqypM7jb5Y,0.0018
2115,Ve9Swo-Zpek,0.021
2116,2OlcxUQ4jgM,0.0142
2117,tdZ-RcLf5JQ,0.0003
2118,mF-bvg9V15E,0.0023
2119,k_GTIL7AECQ,0.0008
2120,M7LBUl4pIvQ,0.0104
2121,-WwJyX0YSZE,0.0153
2122,1h7KV2sjUWY,0.003
2123,1H6558hK3Cw,0.0032
2124,6hfWBJ1mv_I,0.041
2125,0e3GPea1Tyg,0.0008
2126,1koF4H_AkEc,0.0003
2127,NzhWlbyNxag,0.0281
2128,1WEAJ-DFkHE,0.0144
2129,7tqypS2cm0g,0.2358
2130,wFAR3WggSRk,0.0018
2131,WYtUxwAe0lI,0.0007
2132,ocptXFZB720,0.0007
2133,h0jR9Ajx5pU,0.0447
2134,hySgv7XyWaM,0.0014
2135,xuZNokfpWIs,0.0018
2136,j_uHUmmwXvM,0.0037
2137,Ms7E_OdcSik,0.0047
2138,eiTRxke_kvI,0.001
2139,F2PdmHBSObg,0.0032
2140,bKlOIYpj3G8,0.0002
2141,rEM2AlQF0YQ,0.0032
2142,AkKPIR3smig,0.0082
2143,qim6FpNBGOQ,0.0337
2144,65-STzRJCho,0.0013
2145,qD6bPNZRRbQ,0.0011
2146,NDiChOV6xyI,0.0012
2147,5DH9IZ01Qqg,0.018
2148,_-u1Pjce4Lg,0.0003
2149,kiyQMRKEMiE,0.0013
2150,vzWbCD67YFY,0.0022
2151,xm19_rhU1n8,0.0102
2152,zFrGRO_d39I,0.0052
2153,_AXYr4yn2V4,0.0454
2154,FRJVuHZrA8k,0.0004
2155,dYL-JgDx3Tk,0.0304
2156,_YUc8tXDjxQ,0.0097
2157,ZOkgCT3ZN-Y,0.0007
2158,gBMysgB3M7Y,0.4676
2159,41n8ZGZOYW0,0.0021
2160,Ojf7NrYO2Ps,0.0011
2161,C0JPSKc21rY,0.0044
2162,FpF8Wa2yQH0,0.0053
2163,tcs6HLKz_aQ,0.0016
2164,BKIaDRIJUIA,0.0184
2165,ldsyyw9oIaQ,0.0002
2166,F27FN_L4uyM,0.1589
2167,pl80_nOEgbw,0.0113
2168,eR8UYTl6sjY,0.001
2169,HD_jCjVRleY,0.1054
2170,imcmevWySnA,0.1708
2171,Q_BYtobvwl8,0.0005
2172,iq3PTyw0cxE,0.0001
2173,4G0PsIEMl-I,0.0464
2174,2PZEt8-U9R8,0.0022
2175,RBu88F0YDAY,0.0885
2176,2ImfsIPUQsQ,0.0011
2177,7jbliO6eDG0,0.0474
2178,RdQcP4lF8tQ,0.0007
2179,zn4UsUz3yw8,0.0003
2180,0WO06jXzSuw,0.0043
2181,6GFwqT5bNNA,0.0993
2182,do-cLmRhz0E,0.0661
2183,cUiK7N_CYJo,0.3249
2184,1F9L051usHc,0.0
2185,bxYhRo-UZNo,0.0018
2186,STty12a5XLs,0.0242
2187,7lnz99fkjgs,0.0002
2188,bM6ren2tPU8,0.0006
2189,4ljKpK13BO0,0.0355
