,video_id,label_1,label_2,label_3
423,raWRkz9SqtM,volleyball,punching_bag,basketball
424,H0UEde0T1xs,fountain,,
425,-folFCGyuQQ,scoreboard,butcher_shop,basketball
426,K-L3QGv0pzM,ballplayer,volleyball,racket
427,wSUItoLwbSo,stage,microphone,electric_guitar
428,hBVvEFHwpLY,hand_blower,microphone,suit
429,eK2cuu59WLk,spotlight,lampshade,grand_piano
430,U7tF8j4Zbx4,jersey,sweatshirt,
431,GSuFSYY-X9w,hatchet,guillotine,bulletproof_vest
432,C680oxL__ck,ear,corn,conch
433,nRuWE-PIvU8,electric_guitar,menu,jersey
434,AHC2LHxIPoA,stage,cinema,toyshop
435,QBY-0Tc6YXI,pick,remote_control,loudspeaker
436,tof-R9djLeY,patas,Saluki,warthog
437,hW4pTE8lVZw,packet,laptop,analog_clock
438,7JYJq6YGnL4,feather_boa,wig,stage
439,LqEm-bCll_E,table_lamp,chime,lampshade
440,F3KsdeUDSrA,shoe_shop,totem_pole,cowboy_boot
441,eEUFUqNwztU,pretzel,bagel,basketball
442,EdzQ9wEOElw,bullfrog,tailed_frog,tree_frog
443,3kTdIa2AWAA,harp,abaya,
444,avye5XNxXXg,scoreboard,parking_meter,torch
445,4cnIMhvlBO4,microphone,stage,electric_guitar
446,jh4ag4FTpVI,stone_wall,prison,umbrella
447,9BrANukDWMw,poncho,miniskirt,stage
448,t0M2qoNdBck,toyshop,stage,spotlight
449,LEENEFaVUzU,slot,stage,
450,jmWmiQt24sU,Polaroid_camera,dumbbell,projector
451,RqIi0gq63sg,abaya,groom,suit
452,hyMIeCyT6rk,stage,groom,abaya
453,yw_nqzVfxFQ,tobacco_shop,confectionery,shoe_shop
454,KRvv0QdruMQ,toyshop,balloon,
455,F9xISqd4Yn8,Great_Dane,Staffordshire_bullterrier,black-and-tan_coonhound
456,1wYpFnhIdSg,ballplayer,baseball,scoreboard
457,Xoh9RY9uLdk,packet,safety_pin,abacus
458,Ook-J58HnvM,shower_curtain,pencil_box,totem_pole
459,aLGNlGCPlFw,racer,toaster,football_helmet
460,-o6gOmd8Q3Q,gas_pump,punching_bag,barn
461,Pwui--TsuGA,ski,wardrobe,brassiere
462,HoRmVsuLlmM,digital_clock,digital_watch,scoreboard
463,BGxvfZ4Y3Q8,guillotine,prison,gong
464,nD6qsOPTaKQ,rifle,prison,stage
465,KncngYDCy5g,bubble,abaya,sea_lion
466,8nmo0PyuQQo,spotlight,gasmask,stage
467,yi0AL-1vSNw,butcher_shop,restaurant,shoe_shop
468,Y6XBzi19-yc,stage,punching_bag,suit
469,85THEQqmJUM,toyshop,confectionery,shower_curtain
470,GC8VIOK9kDw,croquet_ball,ping-pong_ball,thimble
471,qFSZFLY3MZo,stage,spotlight,theater_curtain
472,HjBo--1n8lI,torch,trench_coat,gown
473,EiCo2_n64fY,stupa,bobsled,bannister
474,jRtLcPTbrxo,fountain,butcher_shop,mask
475,pXz68mA_9iQ,stage,electric_guitar,microphone
476,V2x8ts5STzY,eel,barracouta,gar
477,sQDrj7JOAYQ,ski,abaya,ski_mask
478,-1tiWLWM1oU,torch,candle,parallel_bars
479,gN0pQZGKQAs,stage,theater_curtain,loudspeaker
480,wJmg0uc3CjY,cowboy_boot,mask,shoe_shop
481,eItCv1Pxccg,racer,sports_car,car_wheel
482,2Jk8e59-Jlo,carton,toyshop,totem_pole
483,iNFhmwrctiE,vending_machine,slot,menu
484,MaJEUOI3KlY,stage,microphone,electric_guitar
485,mle-dEOfr6A,shoe_shop,grocery_store,barbershop
486,0OGN0ZBzNWM,mask,shower_curtain,totem_pole
487,U-PHdAt8Zq8,lawn_mower,pickup,barrow
488,W29oJzQtnC8,kimono,barbershop,torch
489,6jhqKuYEDzg,scoreboard,ping-pong_ball,coffee_mug
490,4ASM44qvE80,brassiere,toyshop,handkerchief
491,7PYTGfpjEmk,electric_guitar,stage,abaya
